	context	question-X	canquestion-X	answer-Y	judgements	goldstandard1	goldstandard2	Label	Annotation_1	Annotation_2	Annotation_3	Annotation_4	Annotation_5
131	Y has just told X that he/she is thinking of buying a flat in New York.	Is it close to the subway?	It is close to the subway .	I've never been closer to one.	No#Yes#Yes#Yes#Yes	Yes	Yes	1	2	1	1	1	1
132	X wants to know what activities Y likes to do during weekends.	Let's go to swimming?	Let 's go to swimming .	I don't have a suit.	Probably no#In the middle, neither yes nor no#In the middle, neither yes nor no#Probably no#No		No	2	2	4	4	2	2
133	X wants to know what sorts of books Y likes to read.	Are you a fan of superheros?	I am a fan of superheros .	One of my favorites is Spiderman.	Yes#Yes#Yes, subject to some conditions#Yes#Yes	Yes	Yes	1	1	1	3	1	1
134	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Did you used to live in my old neighborhood?	I did used to live in my old neighborhood .	We were neighbors.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
135	X wants to know about Y's music preferences.	Are you into going to festivals?	I am into going to festivals .	The crazier, the more fun.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
136	Y has just travelled from a different city to meet X.	Want to go dancing tomorrow night?	Night night .	I'm down.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
137	X wants to know what sorts of books Y likes to read.	Do you prefer to read hardbacks ?	I prefer to read hardbacks .	Real books are the best	Yes#Yes#I am not sure how X will interpret Y’s answer#I am not sure how X will interpret Y’s answer#Yes	Yes	Yes	1	1	1	4	4	1
138	X wants to know what sorts of books Y likes to read.	You find reading about scary adventure exciting?	I am find reading about scary adventure exciting .	It can be pretty interesting	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
139	X wants to know about Y's music preferences.	Do you have a Spotify account?	I have a Spotify account .	I play Spotify all day at work.	Yes#Yes#Probably yes / sometimes yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
140	Y has just travelled from a different city to meet X.	Have you visited other friends recently?	I have visited other friends recently .	I haven't been able to travel because of work.	No#No#No#No#No	No	No	2	2	2	2	2	2
141	X wants to know what activities Y likes to do during weekends.	Have you heard about that musical at the theatre this weekend?	I have heard about that musical at the theatre this weekend .	Tell me more.	No#No#No#No#No	No	No	2	2	2	2	2	2
142	X wants to know what sorts of books Y likes to read.	Enjoy reading books that make you laugh?	Enjoy reading books that make I laugh enjoy reading books that make I laugh .	I prefer to cry.	No#No#Probably no#Probably no#No	No	No	2	2	2	2	2	2
143	X wants to know about Y's music preferences.	Do you listen to rap?	I listen to rap .	Never, I can't stand it.	No#No#No#No#No	No	No	2	2	2	2	2	2
144	Y has just travelled from a different city to meet X.	Do you want to try that new seafood place downtown?	I want to try that new seafood place downtown .	If it's got a good health score.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
145	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	You get that job?	I get that job .	I have been promoted twice already.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
146	Y has just travelled from a different city to meet X.	Would you like a glass of water?	I would like a glass of water .	I'm totally thirsty!	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
147	X wants to know what sorts of books Y likes to read.	Want to go to the library to browse?	I want to go to the library to browse .	I'm down for that.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
148	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you live in this city?	I live in this city .	I live up near 145th Street.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
149	X and Y are colleagues who are leaving work on a Friday at the same time.	Shall we book a taxi to lift us?	We shall book a taxi to lift us .	Depends on where you want to go.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
150	Y has just travelled from a different city to meet X.	Do you like Italian food?	I like Italian food .	I'll eat any kind of pasta.	Yes#Yes#Probably yes / sometimes yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
151	Y has just told X that he/she is thinking of buying a flat in New York.	Do you know how much rent is?	I know how much rent is .	Everything will be expensive.	Probably yes / sometimes yes#Yes#Yes#Yes#In the middle, neither yes nor no	Yes	Yes	1	1	1	1	1	4
152	X and Y are colleagues who are leaving work on a Friday at the same time.	Did you lock the door?	I did lock the door .	I think Bob did.	No#No#No#No#No	No	No	2	2	2	2	2	2
153	X wants to know about Y's food preferences.	Will you eat raw or under cooked meat?	I will eat raw or under cooked meat .	Only steak.	Yes, subject to some conditions#Yes, subject to some conditions#Probably yes / sometimes yes#Yes, subject to some conditions#I am not sure how X will interpret Y’s answer	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	1	3	4
154	X wants to know about Y's music preferences.	Do you like techno music?	I like techno music .	It's a bit too wild for me.	No#No#No#Probably no#Probably no	No	No	2	2	2	2	2	2
155	X wants to know what activities Y likes to do during weekends.	Are you into sports?	I am into sports .	Anything with violence excites me.	Yes, subject to some conditions#Yes#Yes, subject to some conditions#I am not sure how X will interpret Y’s answer#Probably yes / sometimes yes			6	3	1	3	4	1
156	X wants to know about Y's food preferences.	Have you ever tried Indian food?	I have ever tried Indian food .	I lived in India and ate the cuisine.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
157	X wants to know what sorts of books Y likes to read.	Do you enjoy sci-fi books?	I enjoy sci-fi books .	Only if a movie has been made of it.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
158	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you need a ride anywhere?	I need a ride anywhere .	I've got a friend picking me up.	No#No#No#No#No	No	No	2	2	2	2	2	2
159	X wants to know what sorts of books Y likes to read.	Do you read any international books?	I read international books .	I've enjoyed a few books by Portuguese authors.	Yes#Yes#Probably yes / sometimes yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
160	X wants to know about Y's food preferences.	Have you ever tried Indian food?	I have ever tried Indian food .	It's my favorite cuisine.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
161	Y has just told X that he/she is considering switching his/her job.	Have you tried that kind of work before?	I have tried that kind of work .	I've always worked in an creative field.	I am not sure how X will interpret Y’s answer#In the middle, neither yes nor no#Probably yes / sometimes yes#Yes#I am not sure how X will interpret Y’s answer		In the middle, neither yes nor no	4	4	4	1	1	4
162	Y has just told X that he/she is considering switching his/her job.	Would you have to work weekends?	I would have to work weekends .	I believe so.	Probably yes / sometimes yes#Yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes	Probably yes / sometimes yes	Yes	1	1	1	1	1	1
163	X wants to know what sorts of books Y likes to read.	Did you read Gone Girl?	I did read Gone Girl .	It didn't interest me.	No#No#Yes#No#Probably no	No	No	2	2	2	1	2	2
164	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Has anything interesting happened since we were kids?	Anything has interesting happened since we was kids .	I became a surgeon.	Yes#Probably yes / sometimes yes#I am not sure how X will interpret Y’s answer#Yes#Yes	Yes	Yes	1	1	1	4	1	1
165	Y has just told X that he/she is considering switching his/her job.	Are you sure this is what you want to do?	I am sure this is what I want to do .	I've thought a lot about it, and it feels right.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
166	Y has just travelled from a different city to meet X.	Want to visit anyone else while you're here?	I want to visit anyone else while I 're here .	I want to spend as much time with you as possible.	No#In the middle, neither yes nor no#Probably no#In the middle, neither yes nor no#No		No	2	2	4	2	4	2
167	X wants to know what sorts of books Y likes to read.	Do you like fictional books?	I like fictional books .	I only read nonfiction.	No#No#No#No#No	No	No	2	2	2	2	2	2
168	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Do you have an interest in movies?	I have an interest in movies .	Comedies are good for a laugh.	Yes#Yes#Yes, subject to some conditions#Yes#Yes	Yes	Yes	1	1	1	3	1	1
169	Y has just travelled from a different city to meet X.	Can you drink?	I can drink .	I enjoy red wine.	Yes, subject to some conditions#Yes#Yes#Yes#Yes	Yes	Yes	1	3	1	1	1	1
170	Y has just told X that he/she is considering switching his/her job.	Do you get on with your current colleagues?	I get on with my current colleagues .	We are all very close.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
171	X wants to know what sorts of books Y likes to read.	Do you like novels?	I like novels .	I only read novels.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
172	Y has just travelled from a different city to meet X.	You miss things around here?	I miss things around here .	I sometimes do	Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes	Probably yes / sometimes yes	Yes	1	1	1	1	1	1
173	X wants to know about Y's food preferences.	Do you prefer sit-down restaurants?	I prefer sit-down restaurants .	I love walking and eating.	No#No#No#Probably no#No	No	No	2	2	2	2	2	2
174	X wants to know about Y's food preferences.	Would you prefer a vegetarian restaurant?	I would prefer a vegetarian restaurant .	I want to eat meat tonight.	No#No#No#No#No	No	No	2	2	2	2	2	2
175	Y has just travelled from a different city to meet X.	Did you already eat?	I did eat .	I skipped lunch.	No#No#No#No#No	No	No	2	2	2	2	2	2
176	X and Y are colleagues who are leaving work on a Friday at the same time.	Are we getting an end-of-year bonus?	We am getting an end-of-year bonus .	I heard we won't be.	Probably no#Probably no#In the middle, neither yes nor no#Probably no#No	Probably no	No	2	2	2	4	2	2
177	X and Y are colleagues who are leaving work on a Friday at the same time.	Want to grab a drink?	I want to grab a drink .	I'm down.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
178	X wants to know about Y's music preferences.	Would you like something European?	I would like something European .	Only if it's food	No#No#Yes#Yes, subject to some conditions#No	No	No	2	2	2	1	3	2
179	Y has just travelled from a different city to meet X.	Shall we go shopping now?	We shall go shopping now .	I'm a little tired.	No#No#No#No#Probably no	No	No	2	2	2	2	2	2
180	Y has just travelled from a different city to meet X.	Did you bring the beer?	I did bring the beer .	There is a 6 pack in the fridge.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
181	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you want to walk to the bus stop together?	I want to walk to the bus stop together .	I can give you a ride in my car.	Probably no#In the middle, neither yes nor no#I am not sure how X will interpret Y’s answer#No#No		No	2	2	4	4	2	2
182	Y has just told X that he/she is thinking of buying a flat in New York.	Do you want to enjoy the high end lifestyle?	I want to enjoy the high end lifestyle .	If I can afford it.	No#Yes, subject to some conditions#Yes#Yes#Yes, subject to some conditions			6	2	3	1	1	3
183	X wants to know about Y's music preferences.	Do you still like listening to blues?	I like listening to blues .	The Blues Can is my local spot.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
184	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	What are you studying?	I am am I studying .	I have finished my education already.	Other#Other#Other#Other#In the middle, neither yes nor no	Other	Other	5	5	5	5	5	4
185	Y has just told X that he/she is considering switching his/her job.	Do you get promoted often?	I get promoted often .	I've never gotten a promotion.	No#No#No#No#No	No	No	2	2	2	2	2	2
186	X wants to know about Y's food preferences.	Are you allergic to soy?	I am allergic to soy .	I eat soy all the time.	No#No#No#Probably no#No	No	No	2	2	2	2	2	2
187	Y has just told X that he/she is considering switching his/her job.	Do you ever work from home?	I work from home .	My current job doesn't allow it.	No#No#No#No#I am not sure how X will interpret Y’s answer	No	No	2	2	2	2	2	4
